"photonchargeMean";"arrivalTimeMean";"phChargeShower_mean";"phChargeShower_kurtosis";"phChargeShower_variance";"phChargeShower_skewness";"arrTimeShower_mean";"arrTimeShower_kurtosis";"arrTimeShower_variance";"arrTimeShower_skewness";"numPixelInShower";"Size";"Length";"Width";"numIslands";"Delta";"COGx";"COGy";"M3Long";"M3Trans";"M4Long";"M4Trans";"Disp";"Concentration_onePixel";"Concentration_twoPixel";"ConcCore";"concCOG";"Slope_long";"Slope_trans";"Timespread";"Timespread_weighted";"Alpha";"Distance";"CosDeltaAlpha";"Theta";"ID";"confidence(proton)";"confidence(gamma)";"prediction(label)"
0.8695427;56.58114;7.525357;8.32939;8.345599;2.597535;60.17675;0.02845264;0.3284094;0.5763671;16.0;120.4057;19.52696;7.439161;1.0;0.6672835;101.5332;54.86964;-0.05593912;0.1463413;1.624405;1.948498;73.00856;0.1417344;0.2173942;0.1934981;0.175819;0.009600308;-0.03125045;0.5548728;0.5167288;0.1718321;115.4108;0.9852731;187.7597;10.0;0.7366676351947159;0.2633323648052841;"proton"
0.9308208;58.7661;6.966386;0.2660887;4.065972;0.8706526;61.89052;0.1167023;2.701298;0.4435521;23.0;160.2269;23.47697;8.457164;1.0;0.8225913;108.7205;43.12594;-0.2894384;0.6928657;2.171803;3.242777;75.4542;0.07593406;0.1366435;0.2788531;0.1557719;-0.05268683;-0.07459617;1.607436;1.583708;0.4449606;116.9615;0.9026276;187.8966;11.0;0.9502362007330075;0.04976379926699248;"proton"
1.244098;58.49061;12.83991;2.058873;79.24973;1.545518;61.38816;5.381284;0.9313581;-1.92984;45.0;577.7961;21.41306;9.860313;1.0;-0.7220707;-107.4866;-57.61947;0.2786131;-0.05839448;2.424506;2.607596;63.63083;0.07271489;0.1354216;0.4686257;0.1348873;0.001498216;-1.429824E-4;0.9542857;0.6938902;-1.21415;121.9564;-0.3491335;156.0158;12.0;0.9601631913310013;0.039836808668998726;"proton"
0.7264764;56.76098;6.756071;-1.46953;2.038303;-0.1105277;60.10693;4.034308;0.3153737;-0.8568041;12.0;81.07285;12.96836;6.34445;1.0;-0.8732387;-50.59825;93.29522;0.003775195;0.006864597;1.788849;1.958261;60.24075;0.1070406;0.2131604;0.464971;0.2658222;0.001055951;-0.04012694;0.5376733;0.4647703;0.2006102;106.1328;-0.9799452;165.6011;13.0;0.7429671057791312;0.2570328942208688;"proton"
0.8668126;56.91463;7.366758;-0.9500831;3.873565;0.3024983;60.55678;-0.6713084;1.681902;0.5834276;12.0;88.4011;38.14828;8.065829;2.0;-0.5992614;-117.2271;-81.92782;0.7563637;0.1044676;1.658394;2.802311;93.00352;0.1188688;0.2365051;0.199507;0.1245749;-0.02085999;0.08401643;1.24167;1.189387;-1.209236;143.0188;-0.353734;196.2504;14.0;0.9553371227647598;0.044662877235240143;"proton"
0.9266637;57.55204;11.10831;0.03936252;30.83066;1.008213;61.30618;0.9313709;0.2124184;0.928746;24.0;266.5995;19.92167;6.315075;1.0;1.343035;76.92605;65.24138;-0.1405058;-0.009842554;2.007414;2.268321;80.55358;0.08758732;0.1715949;0.4531412;0.2348578;-0.01486187;0.006613218;0.4511847;0.3843756;0.6396422;100.8665;0.8023094;172.339;15.0;0.9249501703848133;0.07504982961518657;"proton"
0.8406678;57.32758;9.054533;0.4147143;15.92461;1.217339;60.26806;-1.057803;0.1421591;-0.253325;14.0;126.7635;9.02016;8.199912;1.0;-0.9588971;15.5825;83.6655;0.3214458;0.3746683;2.437199;2.53646;10.72486;0.1375704;0.2670391;0.4139847;0.3690351;0.0215638;4.278348E-4;0.3633247;0.3398937;0.796037;85.10424;-0.6995441;92.92333;16.0;0.8112399887666517;0.18876001123334823;"proton"
0.9060273;58.68708;8.419537;1.313519;4.435176;0.8847273;60.1695;2.144127;0.6595912;1.725705;14.0;117.8735;15.0962;6.435017;1.0;-1.339412;13.34237;117.8766;-0.02883187;0.1920719;1.873443;2.172911;67.66604;0.1144985;0.2034064;0.3751284;0.2043992;-0.004238552;0.007795482;0.7826095;0.7545904;0.3440941;118.6293;-0.9413814;59.48392;17.0;0.9233527960840853;0.0766472039159148;"proton"
0.84418;57.19816;7.999228;-0.2693499;3.251255;0.6717911;60.88783;3.324242;0.169181;-0.7403505;22.0;175.983;18.88029;7.309583;1.0;0.9898277;-69.57504;-117.9835;-0.04422408;-0.4278262;1.962472;2.822113;72.27903;0.06770236;0.1334442;0.3110066;0.1728273;-0.007280867;0.0108922;0.4018593;0.3989104;-0.04815618;136.9701;-0.9988407;64.8682;18.0;0.7759397440406169;0.2240602559593831;"proton"
0.8302477;58.43563;7.393199;-0.6238196;3.14749;0.4772932;60.41299;-0.5883247;1.281293;0.6246783;16.0;118.2912;19.26583;6.282343;2.0;-0.8824182;-37.26753;39.20899;-0.1472518;-0.31759;1.841091;2.125137;79.48127;0.09336995;0.177188;0.3371825;0.2242312;0.04639194;0.02036483;1.095998;1.046171;-0.07163914;54.09449;-0.997435;25.81753;19.0;0.26970398905177034;0.7302960109482297;"gamma"
0.8524094;58.37602;8.373274;7.779153;11.78039;2.427286;60.09882;1.197669;0.594235;-0.6349478;14.0;117.2258;13.61274;6.213312;1.0;-1.002691;62.70156;122.3296;-0.3614314;-0.4304354;2.020445;2.499204;64.10823;0.1621715;0.2436187;0.2937228;0.2159245;-0.03686342;0.02144975;0.7428254;0.6964622;1.041753;137.4628;-0.5047079;118.7872;20.0;0.9501156077413953;0.04988439225860482;"proton"
0.9706661;56.9493;9.077049;2.261499;18.94558;1.559263;60.53405;3.488086;0.8566816;-1.788149;26.0;236.0033;22.32601;8.680151;2.0;-0.5323892;-90.37078;-58.97538;-0.3649838;-0.04394054;2.574805;2.367755;72.086;0.09226534;0.1732283;0.3917686;0.1890362;0.02729882;0.003313942;0.907597;0.8919851;-1.110585;107.9119;-0.444137;99.6571;21.0;0.9685648696675196;0.031435130332480375;"proton"
0.9468741;57.22519;8.738032;-1.220266;7.14873;0.1579502;61.87125;-0.6234873;0.6374725;-0.08162679;22.0;192.2367;15.77933;10.16158;1.0;1.122626;-98.83306;-12.62964;-0.488338;-0.1574878;2.300208;2.114209;41.98894;0.07020686;0.1356066;0.3514708;0.1778232;-0.03204211;0.02578305;0.7800619;0.7422251;0.9955268;99.63675;-0.544061;84.48811;22.0;0.9597436432297759;0.040256356770224065;"proton"
0.9022996;57.98989;8.329266;-1.738777;9.145585;0.1490072;59.69715;1.336507;0.1428017;0.7815449;17.0;141.5975;17.98773;6.491291;1.0;-1.074865;108.0944;-38.65384;0.1221286;0.2366288;2.042367;2.062137;75.3786;0.08840377;0.1756391;0.4479751;0.1966713;0.002619671;-0.01294272;0.3666083;0.3501529;-0.7314419;114.7977;0.7442121;77.33485;23.0;0.9639140907067096;0.036085909293290405;"proton"
0.8284652;56.73005;8.165596;0.2086266;12.85086;1.116345;60.27093;0.9519795;0.3082498;0.7385215;13.0;106.1527;10.56815;7.779522;1.0;-1.02244;29.46845;-11.07322;-0.1797198;0.05418722;1.696039;2.303993;31.12093;0.1510521;0.2723575;0.2961168;0.2571515;0.0203491;-0.0203451;0.5334213;0.5023458;-0.6629985;31.48024;0.7881503;59.19299;24.0;0.677853788017055;0.322146211982945;"proton"
1.161952;57.94418;14.587;0.9596959;69.14156;1.154974;61.64186;-0.144159;0.1876825;-0.2319777;38.0;554.3062;17.75917;10.17896;1.0;1.426902;-55.68673;54.79507;0.3065274;0.437591;2.516601;3.036982;50.34077;0.06855633;0.1317691;0.392104;0.1767053;-0.001543478;-0.02177403;0.4274851;0.3579161;-0.9373627;78.12498;0.5919158;63.10189;25.0;0.9164695816678388;0.08353041833216131;"proton"
0.7622613;57.32412;7.645399;-1.587169;3.616292;-0.5448042;59.39583;-0.5986339;0.1982526;-0.441546;11.0;84.09938;29.26496;6.220079;2.0;0.5976254;-50.13338;14.23313;-0.4163355;0.1115303;1.500164;2.683842;92.87261;0.113409;0.2246107;0.2225235;0.1056836;-0.0111206;-0.04223978;0.4245346;0.3929492;0.8742518;52.11466;-0.6415709;71.62976;26.0;0.8791261607038768;0.12087383929612314;"proton"
0.7984195;57.05216;8.023685;0.1282983;7.043293;1.056098;61.19634;0.887253;1.350363;0.7060989;12.0;96.28422;15.84225;5.100791;1.0;-0.7156139;93.95705;87.25427;0.5831462;-0.403161;2.650218;2.497161;79.9664;0.1378039;0.2672464;0.4397946;0.3019908;0.02394093;0.06391291;1.112579;1.005037;-1.46404;128.2234;0.1065534;143.7037;27.0;0.9071480445926848;0.09285195540731517;"proton"
0.7457289;56.97557;8.179888;-1.182394;4.946056;-0.3111494;59.8805;0.6326345;0.1470296;0.8436724;12.0;98.15866;11.93419;5.795585;1.0;-0.3827617;63.08983;-22.00071;0.1234;0.1173951;2.262001;1.860923;60.66494;0.1166108;0.2240539;0.1928303;0.3002734;-0.01321307;-0.0287367;0.3671201;0.3568993;-0.04722728;66.81586;0.998885;6.846369;28.0;0.04500690320994971;0.9549930967900504;"gamma"
0.9293577;58.94654;10.40243;-0.0266903;30.77705;1.144395;61.9043;9.262719;2.979016;-2.261815;28.0;291.2681;16.45535;8.660576;1.0;-0.1467332;-68.22859;-31.28935;-0.2122132;-0.3994986;2.321009;2.909083;55.86728;0.07728056;0.1514369;0.3803969;0.1662128;-0.06027955;0.03896364;1.694881;1.298649;-0.5767124;75.06106;-0.8382598;41.53194;29.0;0.9423316954023163;0.05766830459768375;"proton"
0.808204;57.6491;7.300219;-0.9587145;4.775881;0.5430383;60.69652;1.041455;0.7929275;0.4492024;19.0;138.7042;21.71374;6.240651;1.0;-0.9594738;146.1751;60.72135;-0.3035029;-0.5467658;1.99907;3.622385;84.04338;0.08338182;0.1597521;0.3459066;0.1443326;-0.02747956;0.03785025;0.8667147;0.8282311;-1.353186;158.2854;0.2158966;194.5806;30.0;0.9414309069462775;0.05856909305372253;"proton"
0.8591957;58.03932;8.357277;-0.8433932;11.72318;0.7610099;60.64237;1.235477;0.2799452;-1.139066;11.0;91.93004;11.79101;5.286397;1.0;1.244782;-6.213053;127.4391;-0.3352442;-0.1396046;2.346378;2.750642;65.06265;0.1591897;0.2955753;0.4286028;0.4286028;-0.01589971;-0.003492512;0.5044756;0.4695684;-0.3747285;127.5905;0.930607;189.6394;31.0;0.8990901856725552;0.10090981432744485;"proton"
1.034978;58.69248;13.55375;0.1484051;88.95137;1.003992;62.12185;0.7736532;0.3346384;0.3272815;33.0;447.2737;19.03088;7.259432;1.0;1.56382;-4.27605;64.52823;0.1282415;0.2809363;2.330796;2.679872;72.95116;0.08723542;0.1565393;0.4299022;0.2236056;-0.01508521;0.001518672;0.5696471;0.5204931;-0.07314617;64.66975;0.997326;9.685661;32.0;0.1287744248878749;0.8712255751121252;"gamma"
0.8291433;57.42882;9.081754;2.689361;17.40792;1.542464;61.09051;0.1653342;0.7603986;0.08784747;16.0;145.3081;12.49739;8.539799;1.0;1.415927;0.9099801;-24.18921;0.5519757;-0.0843965;2.842567;2.719572;37.34845;0.1411611;0.2436786;0.4931891;0.2831415;0.008450918;-0.06266876;0.8443185;0.7391666;-0.1924713;24.20632;-0.9815345;61.28296;33.0;0.3560726378424892;0.6439273621575107;"gamma"
0.7914599;56.86454;7.00307;0.5121004;5.886909;1.137962;60.06036;-0.9024634;0.4760564;-0.1509648;12.0;84.03684;9.468824;7.36712;1.0;-0.6542501;46.6515;-102.021;0.4097504;-0.2606809;2.391193;2.133133;26.17801;0.1421609;0.2751501;0.4377911;0.3646819;-0.04253013;-0.006610995;0.6605945;0.6239066;0.4876601;112.1813;0.8834317;89.89558;34.0;0.8957799498708303;0.1042200501291697;"proton"
0.8390022;57.19155;8.697716;-1.516282;7.285108;0.5548378;60.59478;0.8236689;0.2350863;-1.224765;11.0;95.67488;10.22422;5.918791;1.0;-1.486958;-69.21611;90.22696;0.0343188;-0.2248288;2.254445;2.745729;49.66467;0.1344004;0.2650681;0.4562613;0.3447636;0.01888385;0.01073509;0.462293;0.4371729;-0.5705381;113.718;-0.8416105;157.8125;35.0;0.940124212188475;0.059875787811525034;"proton"
0.8300955;57.87445;8.200617;0.9474701;7.334425;0.7521842;60.26738;1.717184;0.1375059;0.9007076;14.0;114.8086;15.11719;6.819459;1.0;-0.4770479;65.63968;71.73376;0.0623966;0.3381342;2.103277;2.372673;64.73652;0.1270101;0.2183441;0.1585385;0.2392049;-0.005271225;0.008342426;0.3573291;0.332765;-1.306778;97.23322;0.2609613;101.7834;36.0;0.9409502114171748;0.059049788582825134;"proton"
0.8807756;58.02293;7.383885;0.4750757;2.776578;0.4349958;60.45986;19.82993;5.648526;-4.402133;21.0;155.0616;15.92405;8.341223;1.0;0.3662601;135.6667;12.44453;-0.02975556;-0.06395289;1.823485;2.060255;56.1615;0.07420853;0.1358343;0.3443416;0.1676621;-0.04951269;0.06008442;2.319385;1.920081;0.2747873;136.2362;0.9624829;190.8999;37.0;0.8801419974456699;0.11985800255433009;"proton"
0.8910074;57.54521;9.298621;1.771388;13.23675;1.441011;62.2956;0.9616245;2.766309;0.7540246;22.0;204.5697;18.30387;7.178597;1.0;-1.53495;-36.20141;19.89492;-0.2558277;0.2546246;2.362056;3.345589;71.6851;0.09186491;0.1782657;0.4582692;0.2137531;-0.07524744;-0.04078401;1.624982;1.522829;-1.032443;41.30799;-0.5127225;61.71377;38.0;0.8828626686120516;0.11713733138794842;"proton"
0.8171441;58.76722;8.310249;0.3324952;8.053674;1.023621;60.96909;0.1831901;0.1226666;0.4975364;13.0;108.0332;13.84874;5.914047;1.0;1.051187;-71.07181;-133.4327;-0.0872036;-0.265116;2.040087;1.923734;67.57421;0.1310722;0.2516856;0.3039613;0.254487;5.760726E-4;-0.01697068;0.3364977;0.3017876;-0.030191;151.1803;-0.9995443;83.66173;39.0;0.7873078177639432;0.21269218223605685;"proton"
1.275194;57.56313;14.64034;-0.5198532;85.29316;0.8643509;61.73173;1.595191;0.4582959;0.7331161;45.0;658.8154;24.0626;8.57429;1.0;0.9814787;-63.53429;-18.08619;0.5009321;0.070214;2.609345;2.418521;75.91413;0.05330157;0.1030811;0.4243422;0.1480034;-0.003340708;-0.02791108;0.6694114;0.5470007;0.7041465;66.05843;-0.7621644;133.3073;40.0;0.8960334092108176;0.10396659078918229;"proton"
1.168431;58.31596;12.24734;-0.9219489;33.8644;0.5457035;61.88371;0.1065082;0.6832592;0.1096945;44.0;538.8829;19.24122;11.20307;1.0;-0.1932557;47.1424;107.9257;0.2179293;0.1183996;2.322198;2.397242;49.2702;0.04448871;0.08859551;0.2884165;0.1127344;-0.0276314;0.001978653;0.8171478;0.7715314;-1.352226;117.7725;0.2168344;117.3945;41.0;0.9616552932644996;0.038344706735500465;"proton"
1.476644;59.99053;14.89865;2.921938;105.0738;1.757017;62.54756;2.531688;0.8134637;0.388264;63.0;938.6148;27.19825;11.28486;1.0;0.1472447;-109.7809;-79.55778;0.6814171;-0.1670607;2.768537;2.473868;69.00535;0.05327687;0.09987586;0.3744396;0.1033164;0.005865106;0.03549234;0.8947355;0.6431577;-0.479864;135.5776;-0.8870577;199.3512;42.0;0.9617503041701181;0.03824969582988182;"proton"
0.8200879;57.30203;7.746925;-0.1231847;7.352664;0.8254704;60.91775;-1.023621;1.188526;0.1908791;22.0;170.4324;23.67912;6.070178;1.0;-0.3689238;-73.17857;82.01571;-0.1656542;0.4409476;2.162213;2.726423;87.7059;0.08156839;0.1543406;0.3529816;0.1445974;-0.03769206;-0.05924101;1.06513;1.039646;0.4733553;109.9167;-0.8900437;51.12096;43.0;0.8876278031975271;0.11237219680247298;"proton"
0.8583653;58.60321;8.349307;2.160777;15.59285;1.556811;60.81398;-0.7832191;0.1305764;-0.7129939;20.0;166.9861;18.18529;6.320324;1.0;0.5937347;-38.06572;124.8235;0.07034858;-0.3092462;1.853951;2.45172;76.94979;0.1160692;0.2096036;0.2640374;0.1520402;0.004198723;-0.009368818;0.3522038;0.3078597;-1.273059;130.4987;0.2933576;130.6119;44.0;0.9606591048819412;0.03934089511805879;"proton"
0.7791077;56.75056;8.370896;-1.390954;13.42101;0.5894426;59.56968;0.3825856;0.07333948;-0.5544414;12.0;100.4508;19.82637;3.668004;1.0;-1.31712;10.33809;98.35901;0.2031176;0.3735119;1.878718;2.499783;96.12035;0.14418;0.2760671;0.3579391;0.1934719;-0.001573314;-0.02732973;0.2592834;0.2405235;0.3583973;98.90082;-0.9364602;191.8989;45.0;0.9012027753666484;0.09879722463335162;"proton"
1.08886;58.97857;10.95085;1.014286;36.00002;1.283042;62.1165;0.3161076;0.5460085;-0.7044359;41.0;448.9847;21.0858;9.957893;1.0;-0.5297927;49.88666;-2.823544;-0.1017996;0.238801;2.359405;2.679985;62.24214;0.06140911;0.1175648;0.4490437;0.1173222;0.004245672;-0.001290659;0.729857;0.6241378;-0.4732539;49.9665;0.8900899;109.1198;46.0;0.9466474165322815;0.05335258346771856;"proton"
1.129356;58.21982;14.24989;1.684726;97.6957;1.416224;62.65819;1.004298;0.5062592;0.7613034;37.0;527.2459;18.35115;9.134718;1.0;-0.6939426;11.96655;-62.10576;0.4157928;0.1176065;2.773089;2.869079;59.2326;0.08543826;0.1524751;0.3947147;0.1744986;0.01952129;0.01305381;0.701838;0.5294121;0.6865062;63.24811;0.7734652;41.39422;47.0;0.899493483252199;0.100506516747801;"proton"
0.9025562;57.90454;7.312247;-0.3482691;3.913128;0.5632142;65.08928;-0.1801747;15.58031;-0.5681428;15.0;109.6837;18.29856;6.990654;1.0;1.486163;124.6488;-37.84691;0.08987344;0.6613797;1.673566;2.531884;72.88303;0.103806;0.1984327;0.2669561;0.135152;-0.1809354;-0.1181523;3.813348;3.812223;-1.360647;130.2678;-0.2086059;161.9963;48.0;0.9802455896826804;0.01975441031731962;"proton"
0.7553801;57.63626;7.032864;1.041984;4.747946;1.06631;60.99896;6.404273;3.047772;2.277147;15.0;105.493;15.90452;7.07145;1.0;0.6912862;76.12987;117.9311;-0.1157446;0.3573201;1.859993;2.622012;65.50165;0.1176651;0.2060095;0.4021307;0.1999656;-0.08440172;-0.01203802;1.686591;1.566132;-0.3062727;140.3691;0.953464;203.7818;49.0;0.7892790907557173;0.2107209092442827;"proton"
0.8587182;57.35996;10.37282;1.96455;31.54518;1.476733;61.37958;8.899374;1.279798;2.01725;31.0;321.5574;20.43953;8.197558;1.0;1.281924;-92.54836;-103.5771;-0.2917152;-0.215493;2.428629;3.232619;70.63852;0.08351059;0.1587699;0.3425007;0.1520057;-0.03276284;0.01889034;1.112886;0.8808788;0.4403518;138.9007;-0.9046018;80.81938;50.0;0.9209139291817617;0.07908607081823832;"proton"
0.7641296;58.61261;7.332656;-0.316569;7.122018;0.9652189;59.63465;7.032906;1.215122;-2.476718;11.0;80.65922;11.1408;6.865386;1.0;0.7998517;86.30548;-1.404587;-0.3266026;0.1454279;1.858024;2.690859;45.26088;0.1552181;0.2929007;0.3178157;0.3178157;0.05281355;-0.005640487;1.051026;0.959302;0.8161249;86.31691;0.6850494;121.8681;51.0;0.7740672773979272;0.22593272260207276;"proton"
0.8788985;57.74315;7.304567;1.508076;2.777082;0.8673392;66.02238;-0.8239586;0.8460242;0.06711306;16.0;116.8731;13.20016;7.920166;1.0;1.393927;3.608729;63.20326;0.2269871;0.0663425;1.851674;2.161207;47.17538;0.09859443;0.1740897;0.3758132;0.2018271;-0.04239309;0.07021291;0.8905884;0.8502397;-0.1198345;63.3062;0.9928284;17.40801;52.0;0.5305309001321615;0.46946909986783836;"proton"
0.8649693;57.02575;7.9319;0.3115582;10.07069;1.080986;61.18338;0.09597088;0.5319929;-0.7063659;17.0;134.8423;10.89225;8.422848;1.0;-1.415979;-24.69513;90.55868;0.1076159;-0.3276429;2.14754;2.123531;26.73836;0.1086638;0.2166243;0.3602125;0.252252;0.02446534;0.05355605;0.707601;0.6360501;-0.1114068;93.86546;-0.9938007;120.4747;53.0;0.6859799194380546;0.3140200805619454;"proton"
0.9167923;57.99795;9.008863;0.3843324;13.34528;1.135299;61.3636;-0.8007829;0.2967894;-0.1066242;21.0;189.1861;14.02204;9.345918;1.0;0.08096901;0.2451396;-146.9854;-0.2811295;-0.08774863;2.542924;2.698337;39.33106;0.09292512;0.1796218;0.4541951;0.1965367;0.02652287;0.01702787;0.5316545;0.4855757;-1.491495;146.9856;-0.07921814;149.1166;54.0;0.9616881447684591;0.038311855231540945;"proton"
1.104343;57.98353;10.07479;0.1890638;28.7342;1.132875;61.85766;-0.6971339;1.15105;0.5358446;35.0;352.6178;27.00107;8.171598;1.0;-0.1766584;-45.53733;114.2166;-0.1662747;0.3919157;1.955048;3.447497;82.24667;0.0668677;0.1264627;0.3684704;0.09786396;-0.0312097;-0.003483604;1.057432;1.013489;1.014759;122.9597;-0.5278246;105.8669;55.0;0.9301580776351304;0.0698419223648696;"proton"
0.9167812;57.69333;8.15104;-0.9449157;5.701405;0.8051133;61.47229;-1.144811;1.368934;0.2208596;14.0;114.1146;25.19867;7.166657;2.0;0.5158662;-48.17232;116.9101;-0.3283105;-0.3820504;1.493324;2.50941;84.39714;0.1082801;0.2119455;0.3092809;0.1502909;0.03662771;-0.01885638;1.127454;1.078006;-1.445778;126.4458;0.1246934;160.5391;56.0;0.9641908463317326;0.03580915366826745;"proton"
0.8939524;57.26974;9.246022;1.578808;16.50626;1.452283;60.6397;1.352293;0.2074528;0.2268623;21.0;194.1665;34.57719;9.381932;2.0;-0.2035137;-121.7675;-33.4545;2.314773;-0.03431094;7.417505;2.514233;85.93898;0.1005798;0.1920879;0.5526748;0.1442036;-0.008526926;0.003396212;0.4444931;0.4093369;-0.4716389;126.2796;-0.8908248;206.5602;57.0;0.9653414633089494;0.034658536691050575;"proton"
1.026661;57.4823;15.76695;0.2759078;108.3877;1.102398;61.66569;-0.2515876;0.341578;0.8395093;31.0;488.7756;20.39719;7.06987;1.0;1.108326;34.25144;64.6682;0.5135911;0.06274912;2.662277;2.628618;77.06081;0.08713493;0.1639538;0.4454292;0.1927842;0.02031451;-0.0172268;0.5749429;0.4612671;0.02461386;73.1788;0.9996971;4.299571;58.0;0.09843914087656463;0.9015608591234353;"gamma"
0.784699;57.23504;10.08405;-0.8057679;10.0065;-0.1541849;61.09337;0.2589946;0.6446727;-0.1767352;11.0;110.9246;11.80892;5.593707;1.0;1.539415;-44.90036;33.53564;-0.1073873;-0.09341784;1.885763;2.717633;62.0736;0.131803;0.2580944;0.2921275;0.2921275;-0.04008696;0.06269328;0.7655495;0.7399188;-0.96067;56.04178;0.572971;104.7865;59.0;0.720662181452402;0.279337818547598;"proton"
